nr_convenio;id_proposta
812208;916163
757221;437804
905312;1595633
710152;76609
917140;1674063
963737;1991517
769556;571269
991051;2160720
743592;283535
735432;255207
743479;309785
942181;1856973
826656;1048165
759112;477793
898170;1537830
909543;1611794
939044;1823453
712994;128413
954636;1951020
863055;1161364
743211;320627
706738;65101
781377;653132
820275;984010
985819;2136491
963500;1980999
727670;168959
824953;1029573
798244;810279
934309;1749480
862908;1247348
901991;1537479
863916;1174458
954539;1934813
764809;474542
901682;1538955
797654;806134
814159;897224
890212;1435362
860795;1258809
920312;1723841
750335;356936
927306;1745715
971419;2029171
886843;1428945
890201;1443632
714402;100144
772608;582956
952096;1946089
815952;836607
880175;1389360
766548;481774
747085;284283
979636;2119585
789964;724844
730224;70713
862942;1286024
830884;1062615
773549;618461
805359;856277
881241;1404133
745830;302060
922200;1721510
868775;1348812
980879;2120225
764741;478049
853892;1173245
899649;1537998
738567;190049
867935;1325364
747652;250401
927546;1756949
948678;1900550
860744;1258679
781187;609014
732888;214006
879820;1367840
758775;507486
705126;93747
922899;1676330
802499;850736
831862;1069659
833758;1067297
863153;1167992
768815;457912
952529;1944610
821826;1026325
866412;1336107
719835;135606
886613;1423500
743624;245896
899022;1535984
857333;1275883
980959;2135463
825614;1035881
759349;495958
774085;607071
968645;2006581
740344;217211
712972;92435
862982;1267933
905776;1597433
881692;1405975
960122;1964966
700310;2367
872309;1337945
876510;1378877
917016;1682420
787362;743323
736887;214371
851735;1261169
782365;676892
909483;1617614
865882;1326282
844789;1162737
726358;173142
702862;32672
846030;1160696
826556;1037546
768261;500132
750978;364488
955986;1961389
932771;1791517
777468;591692
918268;1709006
758374;441135
875711;1362226
758154;497781
970866;2030600
903451;1538279
788731;724136
865300;1325494
826013;1040502
898366;1538429
857843;1281218
848320;1216491
854199;1271033
935781;1803916
824673;1033255
919695;1680956
950870;1937598
807900;887971
743258;289430
963477;1976239
707942;116923
948939;1855359
854960;1271776
899369;1536271
951867;1942555
802400;870928
751442;215150
766096;528417
800782;762393
924340;1680466
705619;77691
744434;308345
940007;1827592
722028;67627
975994;2092533
886201;1424476
733038;205114
933487;1792554
894305;1509555
933466;1792531
706501;72482
767326;467932
857785;1185754
760158;442657
714806;94327
836059;1088673
754262;288953
955690;1913323
968116;2017616
851791;1162748
768088;439160
789913;721249
702867;16411
773966;604095
712322;87286
939550;1823957
957626;1976221
886964;1423542
815908;914136
870289;1351015
793673;799576
893302;1513428
969056;2016420
932243;1749424
838086;1104985
958733;1971410
732890;253022
805102;860493
787574;739978
757877;467107
806532;853203
758287;460130
901344;1537777
827789;1056373
951330;1944686
846891;1164442
785666;786051
898061;1543745
880774;1368534
805280;856372
858602;1281622
944185;1886102
917137;1674635
768807;523559
757242;445881
751972;331179
767423;421088
954830;1930360
854160;1266428
804818;863862
754005;255467
835919;1094011
868364;1348704
954547;1938109
938997;1824074
718786;124437
864338;1323745
973723;2041388
869376;1325346
968213;2012246
908349;1609864
752982;366083
744450;194915
804590;868176
957789;1968296
962894;1962659
972467;1974040
700271;4628
909217;1612109
920213;1706807
846758;1165441
741622;284270
764265;468074
716830;120752
706237;95663
958279;1972258
823750;996271
817422;995825
747686;302594
888316;1425670
704701;103848
869354;1338448
844903;1165176
958799;1966634
738186;283619
712980;59226
850702;1252263
905755;1595470
849374;1204998
908136;1602783
827539;1074966
760112;462963
858625;1247578
784277;729584
862738;1169513
725163;155701
819272;985011
728496;69067
893240;1468929
736384;247641
956892;1974761
729121;63620
711160;102927
884699;1439242
790345;747687
738947;216216
716342;126942
944760;1903953
956159;1964956
740521;289523
766597;440035
989337;2159155
980248;2132750
708630;61585
861962;1250936
703917;77081
989066;2158857
737312;286152
823038;1005155
967818;2013001
893702;1423737
883066;1426170
791354;743014
914985;1663818
953295;1946948
836327;1106670
714359;93787
989628;2157470
950318;1935715
983661;2116775
782894;716253
755117;320771
823519;1029696
952867;1944114
753975;246098
972832;2039612
835785;1066258
960820;1972733
829637;1062667
993693;2191072
891177;1436944
733345;214563
995520;2126562
918110;1662624
733444;206973
808652;860182
742208;306013
863812;1287917
952144;1943147
984561;2115236
710185;113963
713009;107561
871265;1337643
836108;1071172
886509;1423270
762401;448710
875143;1369330
768188;438984
856655;1167130
956020;1964836
875644;1333306
742890;304718
890660;1507248
827851;1053201
740702;310182
758974;476622
991033;2071344
834436;1055362
882577;1426193
992705;2176356
907046;1592203
959910;1974066
795233;775720
798773;813165
952886;1942458
991436;2150870
707121;97817
713047;90669
880238;1396635
965669;1994152
833710;1066007
836907;1108452
835824;1094366
969664;2000027
893180;1423465
927026;1755366
956327;1970998
994080;2185351
855094;1273071
916768;1665483
862349;1289514
914377;1681509
900412;1538575
923391;1724036
986279;2123159
927185;1755699
741188;312824
790159;717668
765188;518615
748001;324269
781929;645242
981951;2139387
917990;1684503
747197;317826
925117;1683438
749982;333998
982976;2122481
959602;1968841
891658;1473167
966646;2005174
708367;97885
908473;1614310
860283;1257354
925701;1726418
992476;2171137
994642;2195668
717889;85878
782395;700246
945997;1897783
888163;1476300
909675;1656159
955392;1952165
897419;1472197
728212;167199
898142;1542499
745352;303133
899609;1543738
865836;1336664
925727;1728895
908907;1611764
833319;1061984
771807;603307
969882;2013706
917953;1703675
834314;1067002
861462;1288209
876951;1378082
798386;814719
925734;1735273
908363;1612126
829600;1059206
815120;923971
797311;680317
974196;2030409
874231;1327022
969604;2015372
906739;1608476
957971;1977377
856909;1246588
834144;1083056
809205;856806
830364;1080119
708883;120156
776779;528938
981833;2138645
943564;1889063
728060;123783
749228;311910
993735;2177155
961555;1970451
990569;2158118
728495;126108
901731;1536672
767493;491762
703844;57082
846381;1164852
930496;1750356
729738;103299
842230;1128782
725645;70500
782078;660961
714043;87982
874074;1341861
817560;997580
732843;213403
947858;1920738
726445;179800
809437;861702
730085;62913
824729;1028835
836986;1108867
771938;599294
952466;1870024
917728;1704803
823830;1027217
919197;1662174
954048;1946874
771149;608329
734204;253160
834682;1061618
744219;324140
746844;302139
894737;1519613
862228;1285958
825526;1034272
816845;940214
983749;2142456
913852;1674846
741256;218328
762303;506662
960925;1976800
956013;1965012
983705;2140394
870340;1309330
954321;1951728
956024;1963397
819299;980480
734987;291325
744488;286040
898111;1542461
935367;1785259
752054;355234
743286;251405
708083;125816
805506;833388
785012;731759
841897;1131681
863264;1286153
900300;1535715
929188;1764617
919595;1687336
903993;1535738
942294;1896797
988620;2153604
714743;88801
790162;719395
700446;10009
915150;1681556
907293;1596555
937618;1819578
711424;86881
900699;1554105
869103;1350219
895608;1425123
770171;585784
734982;256196
846553;1167921
868814;1353980
778289;643884
788850;760052
832236;1064971
932143;1761234
757372;427203
970523;2033578
939758;1817870
753973;245497
803295;864812
885806;1423028
750038;344715
844992;1164209
759425;455447
771498;597521
949468;1918086
885786;1423051
813292;862673
811913;896960
843813;1172574
934972;1795399
819966;988003
842881;1158396
848387;1216755
947921;1922464
703243;47067
825327;1035603
899245;1536811
743420;207725
749058;293504
885886;1493799
869171;1329649
796258;770631
813017;917384
978236;2088631
864000;1290326
947262;1917779
926665;1754526
813452;920118
701999;15106
798044;715929
948336;1927687
817091;982258
877157;1379106
817920;1005656
711181;140355
838207;1104603
832733;1083901
915628;1690151
817566;958102
811674;900947
888651;1422992
957603;1976174
829108;1063719
979231;2112647
837939;1066706
828430;1054627
841484;1130109
757834;467261
755687;428885
924149;1722793
738632;303981
931593;1771554
800877;859447
920886;1702165
750858;365583
773399;596963
802045;847819
852810;1176308
742106;248451
796801;787654
956844;1973783
713530;85249
966531;2002984
748003;288463
821643;988597
799749;714169
769156;536015
961560;1981921
731069;115157
891683;1470531
753377;293834
701833;8668
855497;1273967
744115;253006
817202;987871
858242;1278571
896972;1518842
763625;474590
750437;349566
805671;863041
863270;1286220
714465;83076
795926;825464
730833;173846
896133;1517019
808306;859936
856594;1157528
705749;70465
906125;1601776
963353;1985684
882669;1422874
700378;8021
790249;812787
893557;1465400
863769;1287640
886913;1419760
882445;1364887
745452;285431
893972;1471686
777867;649703
847039;1206454
781928;583650
929429;1762482
731896;183483
778312;603815
860330;1163762
985535;2148084
767918;499274
778819;577167
984831;2133489
906524;1588346
967567;2012912
712790;76804
812464;912535
716737;37898
908428;1613803
727344;52096
889768;1466007
952780;1938287
905819;1598741
806087;851148
982452;2140239
770095;588588
758149;497772
756440;476353
884091;1430606
941629;1866407
834694;1061781
737427;310261
912336;1665659
988979;2158548
805602;851296
829027;1063638
947599;1901915
969044;2015771
738734;317947
920647;1722287
887577;1421093
886549;1421780
850780;1252255
757826;465867
864642;1294613
937775;1826517
703710;43905
907704;1610561
846796;1170676
993051;2183161
800609;713335
775139;609975
982298;2093805
854422;1271359
788104;806710
746318;324991
942797;1857427
782401;667855
700748;16329
821730;988915
774869;620378
708024;90491
993476;2189877
865265;1326992
945854;1902386
983752;2142847
800143;802997
820062;988472
929179;1748795
947652;1900455
738704;307196
791433;740048
993122;2184342
734626;249518
809720;854607
988514;2139793
822367;984559
865791;1336902
872465;1335587
775595;618483
784222;737694
825910;1034008
939114;1823061
759809;433965
815758;923835
701548;9244
863113;1217326
702632;20055
922439;1711097
708401;50724
849371;1204953
770922;588592
864518;1329059
727786;168338
887169;1425668
951344;1944730
784869;712361
967273;2011546
971141;2001735
804364;854788
866871;1333447
914304;1684663
766934;489822
996152;2117641
746699;316529
782715;695079
864144;1329060
907840;1611315
829583;1057233
720239;112700
751909;43276
766431;527344
827622;1075128
842202;1134296
782792;725077
948526;1899403
799581;726997
889078;1423289
881262;1404574
788725;724024
872504;1336506
827388;1075972
702957;35794
789761;756086
748302;310724
996426;2183306
930415;1748301
940534;1853892
960805;1972346
834298;1040631
799227;802797
727387;41927
789841;722773
827837;1068595
958081;1977653
762099;493797
737054;193166
950401;1941701
702355;10264
829814;1061642
802852;856398
859434;1284275
944721;1873318
707649;57111
934394;1776725
901280;1535166
867151;1326530
968294;2006637
825675;1033552
834157;1083109
894837;1511598
873786;1337190
823707;1015915
981840;2134853
797811;751186
911941;1667070
853676;1275191
863410;1204313
849782;1236728
916647;1666906
878378;1384583
882655;1419104
843915;1176143
790234;727430
929158;1764594
862732;1287515
824130;1034252
874508;1336311
830133;1067679
889430;1431206
884458;1419855
779916;653990
849823;1210302
766499;433565
735201;218273
816019;931022
970562;2025679
836518;1106485
953300;1905841
829799;1065833
835761;1070271
803909;862679
965163;1999580
905750;1538821
845526;1173754
829740;1059308
950599;1930576
736095;215210
907799;1612075
928424;1750408
713447;68704
879983;1371126
770589;595738
920387;1693845
749728;217525
775104;586805
904319;1583315
701612;13282
817542;997379
952589;1948585
776207;618214
993313;2112391
819622;995079
732648;288237
836205;1098588
977375;2093966
984420;2094356
984339;2146303
934571;1798411
995921;2180354
791834;742794
990744;2163192
948807;1929717
980797;2093850
775884;630309
826217;1040569
703882;76779
853957;1173489
827207;1056122
918274;1704233
795246;809032
897624;1537372
717575;51840
965653;2001420
738599;209585
881885;1405602
876182;1368678
995979;2112612
957417;1975952
932941;1791789
843141;1166826
930305;1753183
707594;105986
927831;1757777
717032;114505
750423;339734
769578;589853
728309;131997
946627;1916430
961147;1965806
713871;140496
876630;1340255
809794;862940
763368;524441
903630;1585930
980573;2133688
713913;79636
797427;812879
920966;1711816
848535;1216930
891407;1470732
730579;122171
710834;125212
845845;1163622
829724;1061568
928582;1747616
995184;2198760
702166;7695
824006;1005116
975379;2090240
743867;215334
949194;1936908
801375;851220
720522;70095
825188;1003542
889573;1425411
737365;300835
763318;451058
868616;1329754
856128;1272329
888289;1424955
923233;1691687
867298;1336917
793421;728298
751284;342784
717609;66284
917244;1698707
861431;1265791
713236;74440
964052;1988290
750340;364325
923047;1705756
701897;13839
978592;2089630
967804;1966477
861184;1259643
980188;2131542
983651;2126221
803595;861844
790281;732393
894794;1510972
828144;1066443
839927;1117912
915663;1690299
760447;509165
944260;1893552
871752;1362268
835556;1066335
831426;1071101
850906;1174914
935114;1799193
944868;1909306
894989;1513356
960294;1964864
980295;2092433
818406;982989
785843;734291
862839;1190296
745585;309285
928905;1763834
813676;924346
735931;253541
971621;1965243
939860;1774544
922102;1727001
754656;286566
895165;1522114
928572;1742790
943829;1900746
720548;64756
966427;2003593
919007;1714036
721472;141568
907161;1587863
952725;1938080
749992;305699
883292;1419660
846804;1171943
782417;694428
740403;214955
954304;1951712
983487;2112045
891332;1438080
971565;2027842
803381;854401
953149;1949643
804002;863890
881159;1303450
983205;2120235
862373;1170363
704905;94548
704610;87484
804526;831360
709883;63279
902973;1575217
979620;2126987
896552;1502093
816411;940630
899214;1532406
848489;1216698
781915;659047
977019;2093504
912598;1658827
916505;1667812
793977;689848
786947;727822
710721;112131
963109;1994865
706559;114863
820530;986606
864185;1324755
706327;81007
749754;352233
752687;340029
836741;1081261
904493;1535726
956863;1965636
782037;658449
965015;1998559
782047;603527
868485;1337236
783913;710898
932654;1791312
731230;168018
720936;119992
732141;206945
706746;54588
985150;2148250
859549;1280239
859099;1235627
928607;1748298
867573;1331731
942241;1855922
930419;1775034
713747;41794
960126;1983560
756868;405150
918164;1711978
701056;19626
990964;2130859
885717;1423214
909390;1618048
822878;1003250
822927;984416
996023;2116496
720343;54740
831116;1066844
876149;1335758
793442;779277
896121;1513631
900460;1532162
863767;1287633
711671;77543
729414;73081
835654;1066256
946599;1909557
859634;1209504
933342;1792349
895084;1515475
809395;850547
908701;1612711
733433;198238
972026;2021780
975679;2093800
869596;1344620
808053;888108
909317;1612744
876213;1368307
754273;341895
996209;2175839
760546;517391
884434;1419874
911691;1662003
716718;113864
817146;961111
992935;2176854
964547;1987382
886599;1496060
764167;522417
765948;524689
805337;859726
716540;140798
869301;1323923
707428;93553
988896;2155959
943720;1903990
880498;1330318
868073;1339841
737382;201329
758532;448848
889782;1467911
733678;288938
926243;1751185
724122;138749
752710;308611
812478;916359
779837;646226
990397;2092027
862710;1156504
799152;738793
957649;1976266
808709;860795
763103;489306
731501;102905
764036;497564
775372;592809
722938;161641
958165;1977784
826943;1055111
931603;1747435
781458;617387
950465;1929272
717434;96936
933835;1793043
770172;590507
864612;1328348
911784;1665731
777259;651126
994271;2194786
945004;1903515
794131;767380
841846;1131666
861257;1259744
967452;1973522
761704;402825
734200;197203
876757;1379379
979794;2129113
767863;533131
928588;1745743
828391;1060080
862933;1285120
712811;112237
960396;1988997
847705;1167591
862568;1287024
879249;1390258
814226;897733
771735;581316
724757;119767
892718;1420882
861858;1161283
798714;770203
794253;801576
755836;428505
949925;1882088
818753;995674
825623;1036016
802245;833831
911826;1670767
814110;899429
937509;1820721
710046;73034
737623;213121
948898;1927646
841464;1129418
959822;1975789
720030;62717
733549;200355
797491;804947
827597;1078506
977936;2108926
801820;819232
880443;1342247
962769;1966725
781236;669815
939736;1800333
945699;1913530
855106;1273578
933685;1792759
794022;785899
992284;2114809
797177;676312
938995;1824103
727550;77559
738756;313582
780873;653898
736775;211869
791864;782147
798035;754394
792447;784742
772895;589858
921708;1711394
831749;1056604
921007;1687555
917983;1705488
719589;134860
966879;2006083
732721;196913
885240;1422284
731404;179475
827939;1070357
830199;1069296
903825;1576231
728052;122800
702138;32942
782462;698298
882096;1377033
812791;912717
938333;1826736
954312;1937185
868347;1348179
910953;1656923
875904;1295311
868861;1334062
756179;454915
961951;1974130
959093;1969321
801989;860926
941569;1855146
983973;2118248
953593;1950462
716226;135482
853604;1275764
728396;176815
782573;711366
779172;652183
935015;1800807
855926;1279086
781412;660228
707960;61532
768107;533752
874870;1358049
801385;854625
783666;742005
815878;927574
867400;1334801
752578;313961
960249;1964147
747306;251154
830707;1059191
906341;1606197
791124;734614
918888;1686809
737572;216117
967632;2012551
803692;849256
798156;742699
932028;1781034
821458;989363
975656;2094201
892571;1510430
811898;908697
875407;1330209
748742;337193
917831;1707113
844991;1164168
865455;1345213
741018;309959
879768;1383218
958313;1968242
937056;1749382
911937;1669502
858335;1282792
824115;1032835
971598;2016969
762138;478475
802705;861228
869923;1308065
760880;465576
769103;511534
952866;1947965
721174;106615
857168;1175464
805702;858497
878968;1341602
988096;2153662
808348;874797
974469;2032213
914228;1685363
924363;1731053
806854;862033
857579;1272160
757832;464981
898498;1550966
772766;568347
877592;1362391
874085;1365218
736109;287561
780616;652488
845924;1164769
950494;1938994
701449;10222
932896;1791742
881166;1401552
754883;352880
728555;80919
754453;313754
807448;849139
908138;1602896
744699;305040
958551;1980047
932459;1754071
842026;1105087
991224;2162180
899590;1535464
735802;217616
886105;1425499
859615;1240924
824138;1016216
783130;709123
890129;1465751
803060;860330
740777;251969
945375;1913318
941274;1856986
740304;210153
843622;1170174
738505;303467
751890;359246
804291;854619
937244;1822837
919163;1715619
809371;859770
766717;515658
807397;854053
831917;1078195
874160;1341173
738107;217276
769610;564103
754651;286081
703950;80589
941231;1855781
713771;96876
950011;1936495
898711;1539229
788236;760227
986658;2134574
919366;1703022
887954;1474816
927391;1748840
984623;2121701
978405;2121286
702837;20334
873238;1342791
984187;2133676
766410;510186
701857;21910
965731;1988951
966650;2005177
944954;1917674
847263;1170373
922330;1718521
757746;468219
730500;168363
809856;854457
836723;1108130
708520;120977
756043;454076
825922;1007392
876668;1379727
899174;1535219
841242;1131582
753509;376234
846022;1160666
789423;771922
799405;819487
706991;55026
862976;1287033
916641;1685734
833827;1083333
732623;208267
844395;1171226
718466;100079
830615;1070053
898656;1548353
819344;985422
736337;214357
979774;2123009
711822;86692
744002;303684
936331;1789919
919439;1721058
916265;1663436
829109;1062502
727226;115866
745887;196617
848943;1235675
995087;2187129
899709;1532478
915892;1690347
775552;605687
703202;45301
760362;456712
989973;2156854
988644;2154012
767064;508096
964163;1978493
938299;1827664
820679;1005117
873673;1340835
954968;1952032
915965;1654995
745482;250609
779375;652495
857733;1280049
943676;1881110
750516;355767
970473;2033108
859581;1152324
885802;1421457
835517;1070514
702372;32269
901172;1537324
837801;1104772
817315;977196
876738;1379437
839924;1117905
972662;2038689
796336;763513
806434;853610
976682;2087673
929520;1753843
939948;1820873
895038;1515038
876207;1378058
897494;1533771
975863;2093613
710059;105658
945414;1907958
767646;506035
837336;1112792
966069;2000439
968480;2019557
956645;1973924
916391;1690560
817043;959157
807427;847584
758075;467613
827269;1049733
975677;2092173
909707;1661901
886665;1422337
877529;1369749
930114;1745476
951418;1931227
812421;912507
974326;2032901
952351;1861306
753487;340307
822075;1015098
916761;1667250
955997;1969202
823889;1018633
703851;39891
845631;1165237
790048;724630
919149;1714528
931188;1774945
719118;55299
734129;211885
814361;923393
991614;2165105
929170;1764604
722128;107557
712976;37660
767728;533290
831259;1082749
966111;1988648
868169;1348450
925015;1662573
767055;528868
956153;1966025
954108;1948285
770251;597952
966901;1999735
951350;1944741
846216;1174780
921351;1723159
979234;2110918
883539;1457081
841005;1124804
874117;1340959
722793;148087
806962;858116
905717;1595658
924633;1730331
985408;2150389
770926;588933
888420;1428753
857952;1257902
826456;1038682
847707;1167624
757231;440475
742837;252405
715750;60167
774987;607370
757373;480631
708632;56971
759613;457749
990576;2158441
781516;643312
757050;418865
988248;2100998
955617;1857219
858541;1277076
900569;1531796
739773;295068
926358;1753523
882279;1383950
855406;1271503
889862;1465491
775990;640577
918729;1675294
946496;1913715
745470;249691
927356;1753606
824101;1032920
962546;1972906
857123;1174873
907791;1612867
724223;134065
940342;1829752
806270;874162
713350;41197
723275;144384
937593;1820068
750893;354012
846095;1159501
904789;1593683
756929;449305
854290;1272386
711099;92728
746362;326897
898926;1534545
980897;2132896
938722;1802763
848349;1216938
896142;1517678
961719;1990414
882418;1408900
868417;1348313
937949;1748705
907898;1615077
726781;81246
733272;209404
983372;2141136
941484;1855481
787779;793154
823991;1033357
707985;97331
829277;1061309
767645;532389
890903;1480477
725914;106430
814683;921224
958151;1965902
792532;709843
790847;722525
931768;1778813
819303;989296
736740;206599
988005;2147089
929589;1748036
951115;1937000
858857;1140628
854379;1272071
957753;1969823
825555;966024
987023;2113803
786663;759265
960373;1969631
711270;89044
975255;2082829
978644;2093629
911171;1667990
921072;1666393
842242;1132634
787041;743239
701712;12262
872311;1337815
741283;253416
753789;301976
756148;466423
727632;159542
914065;1685322
761896;459672
748167;317063
912701;1655880
809453;862585
909456;1611267
886324;1498093
864253;1327964
981538;2137683
962654;1978428
924920;1734008
828095;1060621
721587;83551
824834;1032116
861659;1287833
810846;874546
840098;1070519
767213;488849
905632;1605989
780033;590179
911461;1667425
850556;1234442
774909;636652
889134;1421305
750414;307406
816587;951764
740834;250718
758899;463683
852633;1270266
759633;505073
842488;1133164
762831;448899
852287;1264427
919020;1663149
941974;1868455
988978;2158547
932499;1791019
799819;810955
808244;887783
766136;527787
778389;587786
764370;492832
714501;107316
925678;1733260
894258;1518639
936605;1744242
853967;1152709
733346;215502
931782;1786384
929387;1746619
919586;1717768
733729;291813
897603;1531088
751229;343760
897703;1530629
752531;334731
910480;1664627
858311;1277844
736844;250605
782678;719004
903837;1538246
976716;2094014
888013;1424970
844803;1163870
920055;1723773
790335;715809
975108;2074677
862955;1286595
864293;1326823
821717;987537
802003;837552
741291;246093
909231;1612212
785676;727243
761453;509385
989479;2158819
886468;1425353
976407;2090176
913323;1657068
761208;505767
845641;1165937
975456;2075267
966371;1980715
987449;2152730
879210;1329100
948244;1932281
836031;1087261
902913;1569116
707469;47282
970531;2031081
908214;1609646
888596;1425315
754246;288671
985095;2092645
889992;1465368
805592;850363
879027;1366894
832667;1083554
772354;611907
894634;1514684
904952;1545911
716492;126847
908691;1609180
862855;1281371
820926;1003231
939349;1824669
752598;317785
856229;1280347
989171;2153072
705704;60095
721603;111288
824226;1003253
848623;1216732
981399;2124657
868094;1335598
807343;848633
774316;621196
877037;1378312
950382;1856750
757307;435297
746376;328638
913017;1677905
991268;2162426
810575;895324
744674;316484
864219;1324279
747432;322538
769742;584305
835558;1066709
784848;701744
745216;318149
896229;1479773
927463;1756741
768611;522897
915605;1663713
908336;1608785
900653;1554104
820744;964521
937050;1775339
961478;1989193
824486;1033833
725479;129704
888374;1481533
713380;112171
905768;1598964
882604;1426009
867148;1328857
845700;1171488
850711;1252688
829928;1067433
795043;787823
802220;837804
752106;179465
850308;1184653
905643;1604931
785847;663361
996156;2114846
788299;722657
843009;1172801
852982;1266858
883910;1420328
936658;1761755
954593;1948766
961807;1982864
774561;613212
751922;246646
918416;1661788
768665;439042
888583;1420379
829054;1063674
732019;192767
751775;355472
721888;159506
762037;437224
956263;1972578
869020;1350194
747875;201919
932017;1777610
973264;2040797
777812;653049
871317;1331842
964881;1971377
817936;1004241
832719;1083960
944631;1903105
863568;1234648
729538;84547
804724;857273
748082;316380
873134;1363033
968270;2012259
921400;1667684
921722;1717052
755884;448729
909197;1590159
888663;1509973
879696;1331220
952444;1933054
785693;687182
761756;497797
992668;2178802
742148;207946
824993;1021982
747867;310822
703526;56815
746475;311888
833539;1069100
911136;1662837
741129;307979
932348;1752502
956607;1973885
931568;1770719
975843;2093888
979966;2124788
887650;1420478
727760;160111
723371;70925
798747;794137
724752;136682
856732;1159970
754067;292851
757398;452421
878663;1340361
702710;27587
884191;1421999
866449;1333822
735276;216127
781662;608546
805825;852761
869535;1335655
990968;2152213
778183;605187
918433;1663416
920815;1712598
835998;1089288
977333;2092568
817916;1006542
886711;1424569
740787;295249
972424;1971910
800304;739590
752277;341450
901382;1535889
751884;356284
803109;857698
962025;1971315
897373;1492808
993544;2190840
974626;2031858
938391;1825290
826701;1056135
978040;2107198
811079;888387
843421;1184458
785297;708749
712674;115295
816851;939897
886155;1425878
794829;770669
752378;360357
836272;1093893
852193;1169779
995529;2114765
744599;320888
951134;1944352
782276;655529
981356;2135923
755055;371873
897368;1522041
824881;1033360
885248;1422265
953294;1944874
982545;2123352
789647;741503
976668;2090398
866873;1339893
861422;1242451
937205;1821624
892104;1518165
924443;1729524
896536;1522738
910399;1665669
927883;1747377
921571;1704925
772072;591484
913262;1666955
877938;1364223
863203;1220386
979278;2109670
902557;1570653
957527;1976078
924398;1727849
777966;600475
991904;2114211
853003;1266897
777432;562151
839105;1103133
722451;140949
800642;818233
742237;297660
888666;1420054
980251;2132519
910510;1670993
732474;196066
702566;15855
750520;364670
781327;584127
810292;892471
872503;1336700
897657;1532457
978428;2111662
758398;452175
984489;2148168
734139;295557
961460;1986673
823861;1028790
838433;1104590
846752;1165049
831935;1078556
936877;1748700
924430;1731795
911467;1665619
748954;318244
850564;1234589
747499;327667
843382;1159212
725721;125338
941203;1856317
814687;861564
813529;890778
895674;1422728
788181;807546
945107;1907971
819610;995057
811848;848955
825820;984509
822637;1025655
747431;328089
835704;1058596
717855;109075
773983;624151
738749;312217
814504;914478
856744;1160244
872286;1333228
832337;1066233
741774;291509
891844;1506499
763305;495471
968327;2019991
847493;1173491
725857;120426
753946;381937
959428;1979519
844266;1172467
879010;1380803
818308;989040
963755;1978129
848933;1163666
934521;1798309
953212;1945335
948593;1853068
920159;1704849
862664;1153219
969082;2016702
963886;1965841
978003;2107453
853615;1265625
819291;989276
940319;1830160
786963;742078
774202;565295
728071;116941
713550;54383
709096;96559
977633;2094954
993903;2180961
925194;1730069
824790;1031089
906177;1605976
911999;1666460
949452;1921968
918113;1659490
885928;1420965
973994;2053854
772845;595186
809908;879220
723262;167719
853209;1184344
752402;302506
740681;209985
949334;1930011
856236;1271494
733057;209008
751609;339953
920243;1709412
945166;1906794
797897;729305
767560;522889
766181;466393
884414;1419892
801853;855630
745217;313081
905587;1604943
820356;986766
851751;1261268
915623;1690181
857697;1280460
995595;2117235
857816;1234896
774822;614593
720248;119576
893563;1517446
976548;2092524
712965;78140
936116;1807740
919800;1706489
934497;1798283
830505;1055311
807173;890331
824322;1012440
915492;1674162
974960;2062682
853969;1153810
991279;2159089
872997;1333265
817840;1000297
760737;510444
759996;477911
845985;1157926
727751;148394
959058;1973076
734778;283693
836590;1107328
962500;1970416
859531;1284262
758432;482859
965767;1981707
740534;248578
803073;860547
866784;1335257
934573;1798413
857307;1275921
884982;1419310
925311;1735717
802868;852587
881490;1402311
973486;2040481
715638;140761
946007;1923119
906325;1584403
950161;1922891
982340;2140049
924520;1732759
885716;1423215
864264;1327224
715786;83398
728218;154391
761646;502376
763997;521910
857886;1280125
884303;1491729
849377;1205730
745166;212998
882804;1425185
721141;153619
784147;733659
870554;1332689
765181;519985
866215;1338614
900333;1538623
786911;729796
953854;1948551
744447;283974
934615;1798464
800616;798171
799390;719704
974037;2030417
809863;862834
742921;284922
972908;2031307
736517;284799
728203;150142
924634;1730844
969544;2023449
793911;749347
924030;1731703
718742;48760
798131;784457
912993;1666385
842300;1132891
943847;1902213
766842;459117
716458;111956
951892;1937584
809734;854739
756202;459920
883794;1420887
802306;871562
884122;1485133
881346;1403766
941130;1856695
847862;1164381
744898;253537
795614;799520
794583;789205
700574;12397
992539;2174006
892655;1419368
760711;504857
934205;1783544
764253;449743
832903;1059299
904347;1534077
947482;1882261
753912;362444
970603;2033029
985811;2096861
873476;1356166
724800;154021
787801;741043
821434;987932
724176;156342
979376;2108669
938156;1745519
851043;1183734
744463;209359
970848;2032061
716164;120233
777678;578858
889110;1420031
744661;315886
838263;1118933
958365;1972469
919809;1698916
737243;251804
788682;739776
874894;1294191
782969;716460
776430;628523
914348;1662621
735917;209627
710261;124424
741726;301454
709479;103796
837088;1106421
894846;1519677
777977;654042
902399;1556002
750694;356113
884846;1420869
746121;303242
748867;333700
740346;205844
936907;1820223
968661;2023577
977745;2086686
722313;69736
876950;1378092
718713;132666
789895;721090
708977;115249
829303;1063904
720521;87849
914014;1682691
930486;1773100
884857;1419341
963685;1982242
798787;730425
890221;1426133
938874;1825356
946517;1918434
900792;1555816
779727;651755
801936;862474
759820;508087
761567;462009
954854;1946805
920340;1722371
991660;2164682
752950;350587
921410;1711804
961743;1963350
753918;362853
945068;1899570
992659;2173891
993348;2187919
