nr_convenio;id_proposta
839865;1102644
793177;795939
979930;2119811
848646;1216634
974636;2031857
950676;1926977
897317;1509164
744958;313271
771635;604982
939307;1778305
877107;1379536
874800;1354861
733643;291139
854640;1271638
907132;1610127
962596;1976888
912954;1657195
988403;2146978
901546;1531369
828023;1065655
894699;1521017
851637;1251621
948592;1928708
982081;2124767
783995;718619
849874;1232506
906384;1532155
769746;584839
912653;1659775
775573;633001
874888;1298797
831214;1061653
774722;600847
930150;1750744
915854;1657747
740964;318114
993248;2188665
789382;768725
909435;1584127
768000;534917
753684;364689
825405;1034374
837845;1060690
861464;1172007
974539;2030797
839638;1127693
873005;1334487
990462;2115131
922656;1729199
741669;249128
903246;1544128
736925;198577
864953;1318040
870143;1350607
936386;1787435
820642;996247
932899;1791745
724544;108905
958127;1977712
705974;47740
943444;1899253
716086;69032
763781;507028
787137;764807
826012;1005977
778180;627641
789656;741801
861933;1245021
727616;118470
833730;1066512
711196;79746
709336;101406
957706;1975546
874267;1342623
809924;862704
959970;1982233
932848;1791676
785895;712333
868731;1334546
736171;295626
785889;737271
715228;132450
827516;1075302
992568;2121052
746603;199046
971627;1969014
876147;1295877
940172;1830033
887846;1473617
835117;1084516
942340;1855769
777277;591676
967348;2011815
976030;2092203
824270;1015814
870174;1332770
798133;817580
746870;304874
753276;332657
787832;758874
759200;444948
703403;51345
802319;849247
807333;861331
852173;1162224
799078;797878
888469;1505299
702258;21165
912330;1671353
822811;1017468
946431;1925440
821528;1021405
906148;1601741
862606;1159405
733202;216312
972728;2039229
966163;1997851
856147;1271185
961750;1970319
780266;642988
912335;1665610
823329;1030838
756795;438648
779764;652654
720912;131759
836946;1109393
807291;862609
893533;1434767
883473;1458822
913384;1684824
946869;1927862
814854;925314
923379;1725202
950813;1929126
754571;357506
767195;532629
950835;1933481
967408;2012069
807066;860619
771880;586924
781844;660582
939194;1829809
701571;20251
738836;291566
847441;1166822
879937;1329457
753673;364832
871993;1336338
911943;1669182
930074;1750543
946396;1905835
932571;1791217
846665;1192169
984425;2147011
803981;861154
934061;1747720
976494;2091275
884808;1423963
812866;888076
893098;1518410
845001;1164262
801561;850715
921491;1726748
718841;146652
777326;651330
961067;1974081
859353;1284112
989248;2153087
820237;997319
779552;592208
747504;330448
965390;1999281
859794;1286582
774264;442898
751504;324863
851845;1165449
858740;1166428
741449;251412
978290;2090151
728519;172477
961978;1973248
828787;1057717
716833;71542
983881;2122117
790568;709134
835230;1086278
927526;1756929
715895;112014
783641;734503
847518;1174432
869862;1339877
927577;1756980
969926;2032558
918173;1666522
941233;1842171
802854;859520
893610;1509584
767467;473426
993101;2175126
924752;1732832
808891;850868
950860;1935092
951621;1943823
858717;1250045
881910;1402431
917051;1667756
833989;1083448
953725;1949406
712730;160480
744804;307768
826744;1038092
967267;2011536
972950;2036902
776287;621804
874196;1331522
804874;863561
771749;592355
984034;2123728
788012;740108
995490;2177398
729142;162947
824289;1032743
732435;198036
893432;1474046
757579;457613
707930;101058
991661;2164141
748041;208424
863283;1286312
920742;1705423
851433;1255103
927089;1755442
918602;1705891
962524;1978585
707293;113582
777989;637150
706364;109286
833112;1068784
726520;116764
990511;2115748
962958;1985637
987657;2153797
890064;1463806
978854;2108443
760570;512187
957788;1968932
703095;37193
770059;582625
800048;753197
964287;1975583
736785;245166
760677;511838
801570;850629
841862;1131975
963795;1991717
964629;1966490
905326;1595655
700856;20347
805495;856811
884801;1423998
763762;495697
853566;1217189
811198;866997
803572;863994
912495;1657887
927085;1755437
876554;1356197
833572;1061291
990540;2120231
795428;788454
961356;1983845
830453;1068221
845673;1170581
911646;1672900
916907;1674753
936202;1808315
879701;1339940
785978;747127
876895;1378880
913800;1674414
932250;1789395
760589;490377
972756;2040263
936259;1805965
801454;863585
