esfera;modalide;autorida;tipo_instrumento_juridico;numero_emenda;ano_emenda;codigo_siafi;codigo_sigcon_entrada;valor_indicado;valor_repassado;formula;objeto;funcao_governo;orgao_executor
FEDERAL;Emenda Individual;PEDRO AIHARA;Transferência Especial;44460005;2025;9481155;TE - 202544460005 - CBMMG;445500,0;445500,0;445500,0;Aquisição de eletroeletrônicos para o Corpo de Bombeiros Militar do Estado de Minas Gerais.;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;PEDRO AIHARA;Transferência Especial;44460005;2025;9481157;TE - 202544460005 - PMMG;851400,0;851400,0;851400,0;Aquisição de mobiliários para unidades da Polícia Militar do Estado de Minas Gerais.;SEGURANCA PUBLICA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;PEDRO AIHARA;Transferência Especial;44460005;2025;9481188;TE - 202544460005/2 - PMMG;514800,0;514800,0;514800,0;Aquisição de equipamentos de informática para unidades da Polícia Militar do Estado de Minas Gerais.;SEGURANCA PUBLICA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;PEDRO AIHARA;Transferência Especial;44460005;2025;9481203;TE - 202544460005/3 - PMMG;316800,0;316800,0;316800,0;Aquisição de eletroeletrônicos para o Centro Odontológico (CODONT) da Polícia Militar do Estado de Minas Gerais;SEGURANCA PUBLICA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;PEDRO AIHARA;Transferência Especial;44460005;2025;9481207;TE - 202544460005 - GMG;1188000,0;1188000,0;1188000,0;Aquisição de kits de defesa civil para o Gabinete Militar do Governador.;SEGURANCA PUBLICA;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;GREYCE ELIAS;Transferência Especial;41000004;2025;9481212;TE - 202541000004 - SEJUSP;495000,0;495000,0;495000,0;Aquisição de armamento para a Polícia Penal do Estado de Minas Gerais.;SEGURANCA PUBLICA;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA
FEDERAL;Emenda Individual;PEDRO AIHARA;Transferência Especial;44460005;2025;9481254;TE - 202544460005/3 - CBMMG;396000,0;396000,0;396000,0;Aquisição de viaturas para o Corpo de Bombeiros Militar do Estado de Minas Gerais.;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;NIKOLAS FERREIRA;Transferência Especial;44390015;2025;9481255;TE - 202544390015/2 - CBMMG;445500,0;445500,0;445500,0;Aquisição de viatura para unidade do Corpo de Bombeiros Militar do Estado de Minas Gerais no município de Lavras/MG.;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;NIKOLAS FERREIRA;Transferência Especial;44390015;2025;9481256;TE - 202544390015/3 - CBMMG;198000,0;198000,0;198000,0;Aquisição de equipamentos de resgate e salvamento para o Corpo de Bombeiros Militar do Estado de Minas Gerais.;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;NIKOLAS FERREIRA;Transferência Especial;44390015;2025;9481257;TE - 202544390015 - CBMMG;396000,0;396000,0;396000,0;Obras nos quarteis dos municípios de São Gotardo/MG e Itabira/MG.;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DELEGADA IONE;Transferência Especial;43430007;2025;9481296;TE - 202543430007/2 - SEE;763376,13;763376,13;763376,13;Construção de quadra poliesportiva ¿ Modelo 04 padrão SEE, medidas 25,40m x 16,00m, para atendimento a Escola Estadual Olavo Costa, localizada no Município de Juiz de Fora.;EDUCACAO;SECRETARIA DE ESTADO DE EDUCACAO
FEDERAL;Emenda Individual;ZÉ VITOR;Transferência Especial;40770002;2025;9481368;TE - 202540770002 - SEINFRA;495000,0;495000,0;495000,0;Pagamento de medições para pavimentação de Estradas Vicinais no Trecho Monte Carmelo/ Chapada de Minas (LMG746).;TRANSPORTE;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS
FEDERAL;Emenda Individual;PEDRO AIHARA;Transferência Especial;44460005;2025;9481452;TE - 202544460005/2 - CBMMG;1356300,0;1356300,0;1356300,0;Aquisição de mobiliários para o Corpo de Bombeiros Militar do Estado de Minas Gerais.;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DOMINGOS SÁVIO;Convênio;27560010;2024;9456476;971478/2024;400000,0;0,0;0,0;Aquisição de equipamentos para os diversos laboratórios para potencializar as atividades de ensino, pesquisa e extensão oferecidas pela UEMG.;EDUCACAO;UNIVERSIDADE DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;PEDRO AIHARA;Transferência Especial;44460005;2025;9485429;TE - 202544460005 - SES;198000,0;198000,0;198000,0;Aquisição de equipamentos e materiais permanentes, para a disseminação de informações estratégicas em saúde, dos Programas de Popularização da Ciência, da Fundação Ezequiel Dias - FUNED;SAUDE;FUNDO ESTADUAL DE SAUDE
FEDERAL;Emenda de Comissão;COM. DESENV REGIONAL E TURISMO;Convênio;60110002;2023;9488829;947563/2023;5683998,62;0,0;0,0;Aquisição de Patrulhas Agrícolas Mecanizadas;AGRICULTURA;EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;PEDRO AIHARA;Transferência Especial;44460005;2025;9490290;TE - 202544460005/4 - PMMG;1386000,0;1386000,0;1386000,0;Aquisição de viaturas para o 22º Batalhão de Polícia Militar (22º BPM) e para o Centro de Motomecanização e Intendência (CMI), localizados no município de Belo Horizonte;SEGURANCA PUBLICA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;JUNIO AMARAL;Transferência Especial;39240002;2025;9490297;TE - 202539240002/3 - PMMG;198000,0;198000,0;198000,0;Aquisição de equipamentos de informática destinados à Diretoria de Tecnologia e Sistemas (DTS) da Polícia Militar do Estado de Minas Gerais, sediada em Belo Horizonte, com a finalidade de fortalecer a infraestrutura tecnológica e os sistemas corporativos que dão suporte às atividades operacionais e finalísticas da Corporação.;SEGURANCA PUBLICA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;PEDRO AIHARA;Transferência Especial;44460005;2025;9490675;TE - 202544460005/4 - CBMMG;792000,0;792000,0;792000,0;Aquisição de viaturas para o Corpo de Bombeiros Militar de Minas Gerais;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;PEDRO AIHARA;Transferência Especial;44460005;2025;9490681;TE - 202544460005 - PCMG;792000,0;792000,0;792000,0;Aquisição de viatura para a Polícia Civil do Estado de Minas Gerais;SEGURANCA PUBLICA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;NIKOLAS FERREIRA;Transferência Especial;44390015;2025;9490736;TE - 202544390015 - SEJUSP;198000,0;198000,0;198000,0;Aquisição de armamento para a Polícia Penal do Estado de Minas Gerais;SEGURANCA PUBLICA;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA
FEDERAL;Emenda Individual;JUNIO AMARAL;Transferência Especial;39240002;2025;9490938;TE - 202539240002/2 - PMMG;712800,0;712800,0;712800,0;Aquisição de armamento para o Centro de Material Bélico da Polícia Militar do Estado de Minas Gerais, localizado no município de Belo Horizonte/MG;SEGURANCA PUBLICA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;PEDRO AIHARA;Transferência Especial;44460005;2025;9491792;TE - 202544460005/5 - PMMG;990000,0;990000,0;990000,0;Aquisição de coletes balísticos para a Polícia Militar do Estado de Minas Gerais.;SEGURANCA PUBLICA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;ZÉ SILVA;Convênio;27690002;2025;9493233;975616/2025;285858,4;0,0;;Aquisição de implementos agrícolas para atendimento a agricultura familiar.;AGRICULTURA;INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Convênio;71140006;2025;9493545;990105/2025;21108212,2;0,0;;Adquirir sementes de Milho e Feijão para disponibilização aos Agricultores familiares do Estado de Minas Gerais;AGRICULTURA;EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS - EMATER-MG
FEDERAL;Emenda de Comissão;COM. DE INTEGRACAO NACIONAL E DES. REGIONAL;Convênio;50480002;2025;9493546;985067/2025;8117500,0;0,0;;Aquisição de Maquinas, Equipamentos Agrícolas e de Apoio à Produção;AGRICULTURA;EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS - EMATER-MG
FEDERAL;Emenda de Comissão;COM. DESENV REGIONAL E TURISMO;Convênio;60110003;2023;9493593;952749/2023;5839491,58;0,0;;Melhoria da infraestrutura viária a partir da execução de obras em vias urbanas de Minas Gerais.;TRANSPORTE;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS
FEDERAL;Emenda Individual;LAFAYETTE DE ANDRADA;Convênio;40290007;2025;9493597;989587/2025;248365,45;0,0;;Reaparelhar a Polícia Militar de Minas Gerais, por meio da aquisição de armamento, a fim de fortalecer as ações de combate à criminalidade no estado.;SEGURANCA PUBLICA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;PADRE JOÃO;Convênio;27640011;2025;9493598;977210/2025;250000,0;0,0;;"O presente Convênio tem por objeto a ""Criação de oficinas de marcenaria permanentes de trabalho para produção de brinquedos pedagógicos e mobiliários"", conforme detalhado no Plano de Trabalho.";SEGURANCA PUBLICA;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Convênio;71140004;2025;9493599;976954/2025;6693065,0;0,0;;O presente Convênio tem por objeto Modernização e Aparelhamento do Sistema Penitenciário de Minas Gerais, conforme detalhado no Plano de Trabalho.;SEGURANCA PUBLICA;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA
FEDERAL;Emenda Individual;DUDA SALABERT;Convênio;43660008;2025;9494589;990683/2025;494867,0;0,0;;AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE, visando o fortalecimento do Sistema Único de Saúde - SUS.;SAUDE;UNIVERSIDADE ESTADUAL DE MONTES CLAROS
FEDERAL;Emenda Individual;CÉLIA XAKRIABÁ;Convênio;43220017;2025;9494591;989632/2025;599999,99;0,0;;Reforma em edificações da Unimontes, visando a melhoria da infraestrutura física, acessibilidade e segurança dos espaços institucionais.;EDUCACAO;UNIVERSIDADE ESTADUAL DE MONTES CLAROS
FEDERAL;Emenda Individual;DANDARA;Convênio;43340018;2025;9494592;986104/2025;550000,0;0,0;;Aquisição de equipamentos para Universidade do Estado de Minas Gerais - nas Unidades Acadêmicas de Campanha, Ibirité, Ituiutaba, Poços de Caldas e Ubá.;EDUCACAO;UNIVERSIDADE DO ESTADO DE MINAS GERAIS
