esfera;modalide;autorida;tipo_instrumento_juridico;numero_emenda;ano_emenda;codigo_siafi;codigo_sigcon_entrada;valor_indicado;valor_repassado;formula;objeto;funcao_governo;orgao_executor
FEDERAL;Emenda Individual;EMIDINHO MADEIRA;Transferência Especial;39760002;2023;9390705;TE - 202339760002 - EMATER;80000,0;80000,0;80000,0;Aquisição de kits de feira-livre.;AGRICULTURA;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;CARLOS VIANA;Transferência Especial;40870005;2023;9393563;TE - 202340870005 - EMATER;2500000,0;2500000,0;2500000,0;Transferência Especial para aquisição de Patrulha Agrícola Mecanizada para os municípios de Águas Formosas, Arceburgo, Bonito de Minas, Coimbra, Januária, Lassance, Maripá de Minas, MAto Verde, Novo Cruzeiro, Pequeri, Ponto Chique, Poté, Tabuleiro, Alto do Rio Doce.  Público beneficiado: Agricultores familiares, de pequenos e médios portes e produtores rurais.;AGRICULTURA;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;EMIDINHO MADEIRA;Transferência Especial;39760002;2023;9394422;TE - 202339760002 - SEDESE;134604,0;134604,0;134604,0;Aquisição de kits esportivos.;DESPORTO E LAZER;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL
FEDERAL;Emenda Individual;GILBERTO ABRAMO;Transferência Especial;39990005;2023;9394425;TE - 202339990005 - PCMG;1000000,0;1000000,0;1000000,0;Execução da obra da Subestação de energia do Departamento Estadual de Combate à Corrupção e a Fraudes, através de execução de obra por contrato de bens não patrimoniáveis.  Trata-se da garantia técnica em energia elétrica para abastecimento de Unidade Policial especializada nos crimes de corrupção e fraudes, cuja vocação investigativa demanda de sustentação energética e de rede de dados, demostrando a importância da disposição de uma subestação elétrica segura e eficiente para tal atividade. A Subestação existente já era parte integrante do imóvel do Estado que foi vinculado à PCMG e atende ao Departamento Estadual de Investigação de Fraudes, localizado na Av. dos Andradas, nº1280, Bairro Santa Efigênia, Belo Horizonte/MG;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;GREYCE ELIAS;Transferência Especial;41000001;2023;9396374;TE - 202341000001 - DER;1500000,0;1500000,0;1500000,0;Transferência Especial para Obra de construção do “Trevo do Enxó Clube” em Patrocínio, na Rodovia MG 230 em Patrocínio/MG.;TRANSPORTE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DR. FREDERICO;Portaria;39600010;2023;9396940;1023/2023;1429209,0;4411184,0;4411184,0;recursos financeiros referentes ao incremento temporário para o custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;EMIDINHO MADEIRA;Portaria;39760005;2023;9396940;1023/2023;700000,0;4411184,0;0,0;recursos financeiros referentes ao incremento temporário para o custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;CABO JUNIO AMARAL;Portaria;39240005;2023;9396940;1023/2023;400000,0;4411184,0;0,0;recursos financeiros referentes ao incremento temporário para o custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;LEONARDO MONTEIRO;Portaria;14030012;2023;9396940;1023/2023;490000,0;4411184,0;0,0;recursos financeiros referentes ao incremento temporário para o custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;MÁRIO HERINGER;Portaria;14050001;2023;9396940;1023/2023;400000,0;4411184,0;0,0;recursos financeiros referentes ao incremento temporário para o custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;PADRE JOÃO;Portaria;27640022;2023;9396940;1023/2023;533557,0;4411184,0;0,0;recursos financeiros referentes ao incremento temporário para o custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;REGINALDO LOPES;Portaria;14110004;2023;9396940;1023/2023;258418,0;4411184,0;0,0;recursos financeiros referentes ao incremento temporário para o custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;ROGÉRIO CORREIA;Portaria;40640012;2023;9396940;1023/2023;200000,0;4411184,0;0,0;recursos financeiros referentes ao incremento temporário para o custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Portaria;71140001;2023;9397805;1037/2023;4314183,0;4314183,0;4314183,0;incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;EMIDINHO MADEIRA;Portaria;39760005;2023;9397806;754/2023;875000,0;10074481,0;10074481,0;Recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;GREYCE ELIAS;Portaria;41000004;2023;9397806;754/2023;50000,0;10074481,0;0,0;Recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Portaria;71140001;2023;9398857;811/2023;13706306,0;13706306,0;13706306,0;recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;EDUARDO BARBOSA;Portaria;31860001;2023;9398945;1157/2023;3106000,0;15337700,0;15337700,0;receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;LÉO MOTTA;Portaria;41560004;2023;9398945;1157/2023;737134,0;15337700,0;0,0;receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;LÉO MOTTA;Portaria;41560012;2023;9398945;1157/2023;10192883,0;15337700,0;0,0;receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;LÉO MOTTA;Portaria;41560013;2023;9398945;1157/2023;651683,0;15337700,0;0,0;receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;VILSON DA FETAEMG;Portaria;41760001;2023;9398945;1157/2023;650000,0;15337700,0;0,0;receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Convênio;71140005;2023;9400066;947744/2023;13841347,61;12276894,0;12276894,0;Renovar a frota da Polícia Civil de Minas Gerais, por meio da aquisição de veículos operacionais;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;EROS BIONDINI;Convênio;27590004;2023;9400067;947692/2023;488489,27;637626,43;637626,43;Reaparelhar as unidades da Polícia Civil de Minas Gerais, por meio da aquisição de viaturas, itens de informática e equipamento de perícia técnica, conforme detalhado no Plano de Trabalho.;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;TIAGO MITRAUD;Convênio;41330003;2023;9400067;947692/2023;200480,86;637626,43;0,0;Reaparelhar as unidades da Polícia Civil de Minas Gerais, por meio da aquisição de viaturas, itens de informática e equipamento de perícia técnica, conforme detalhado no Plano de Trabalho.;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;EROS BIONDINI;Convênio;27590012;2023;9401387;947691/2023;324668,14;280169,39;280169,39;Modernizar as Unidades de Prevenção à Criminalidade de Minas Gerais, por meio da aquisição de veículos e de equipamentos.;SEGURANCA PUBLICA;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Convênio;71140005;2023;9401388;947740/2023;12250076,0;11473825,6;11473825,6;Fortalecer e modernizar o Corpo de Bombeiros Militar de Minas Gerais com a aquisição de viaturas e equipamentos operacionais.;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;CHARLLES EVANGELISTA;Portaria;39400003;2023;9402004;812/2023;133674,0;133674,0;133674,0;Autoriza o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;ODAIR CUNHA;Portaria;14070005;2023;9402578;1300/2023;261980,0;1757973,0;1757973,0;Autoriza o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;EMIDINHO MADEIRA;Portaria;39760002;2023;9402578;1300/2023;995993,0;1757973,0;0,0;Autoriza o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;GREYCE ELIAS;Portaria;41000004;2023;9402578;1300/2023;350000,0;1757973,0;0,0;Autoriza o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;ZÉ SILVA;Portaria;27690006;2023;9402578;1300/2023;150000,0;1757973,0;0,0;Autoriza o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Portaria;71140001;2023;9402636;1301/2023;302468,0;302468,0;302468,0;incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Convênio;71140005;2023;9404003;947702/2023;25342782,1;24471746,67;24471746,67;O presente Convênio tem por objeto Potencializar o policiamento ostensivo e o enfrentamento da criminalidade violenta por meio da aquisição de viaturas e equipamentos, conforme detalhado no Plano de Trabalho.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;LUCAS GONZALEZ;Convênio;41570006;2023;9404005;947693/2023;2994418,13;1064949,68;1064949,68;O presente Convênio tem por objeto Otimizar o policiamento ostensivo e o enfrentamento da criminalidade violenta por meio da aquisição de viaturas, rádios e armamento, conforme detalhado no Plano de Trabalho;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Portaria;71140001;2023;9405821;1659/2023;200000,0;200000,0;200000,0;recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;LUCAS GONZALEZ;Portaria;41570001;2023;9405831;810/2023;900000,0;900000,0;900000,0;Autoriza o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;CABO JUNIO AMARAL;Transferência Especial;39240004;2023;9407910;TE - 202339240004 - PCMG;261000,0;261000,0;261000,0;Transferência Especial para Estruturação das unidades da PCMG.;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;EROS BIONDINI;Transferência Especial;27590006;2023;9407911;TE - 202327590006 - PMMG;1500000,0;1500000,0;1500000,0;Aparelhamento da Polícia Militar do Estado de Minas Gerais.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;FÁBIO RAMALHO;Transferência Especial;23680021;2023;9407914;TE - 202323680021 - PCMG;188762,0;406733,0;406733,0;Reforma/Construção/Ampliação da Delegacia Especializada de Atendimento à Mulher de Teófilo Otoni/MG. ;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;FÁBIO RAMALHO;Transferência Especial;23680022;2023;9407914;TE - 202323680021 - PCMG;188762,0;406733,0;0,0;Serviços de reforma e adaptação de bens imóveis em unidades da PCMG.;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;FÁBIO RAMALHO;Transferência Especial;23680024;2023;9407914;TE - 202323680021 - PCMG;29209,0;406733,0;0,0;Serviços de reforma e adaptação de bens imóveis em unidades da PCMG. ;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;CABO JUNIO AMARAL;Transferência Especial;39240004;2023;9407919;TE - 202339240004 - CBMMG;150000,0;150000,0;150000,0;Transferência Especial para Estruturação do Corpo de Bombeiros de Contagem e Passos / MG.  ;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;LAFAYETTE DE ANDRADA;Convênio;40290004;2023;9408776;949765/2023;300000,0;39690,0;39690,0;Aquisição de Equipamento e Material permanente para Unidade de Atenção especializada em Saúde;SAUDE;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS
FEDERAL;Emenda Individual;DR. FREDERICO;Convênio;39600004;2023;9409727;946762/2023;6596,28;325841,0;325841,0;Modernização e Aparelhamento do Sistema Prisional e da atividade de Inteligência Penitenciária de Minas Gerais.;SEGURANCA PUBLICA;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Convênio;71140006;2023;9409729;946758/2023;258616,0;5412824,0;5412824,0;Modernização e Aparelhamento do Sistema Penitenciário de Minas Gerais.;SEGURANCA PUBLICA;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA
FEDERAL;Emenda Individual;EROS BIONDINI;Convênio;27590011;2023;9409731;946771/2023;6676,4;333820,0;333820,0;Modernização e Aparelhamento do Sistema Prisional de Minas Gerais.;SEGURANCA PUBLICA;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA
FEDERAL;Emenda de Comissão;COM. CONST. JUSTICA E CIDADANIA;Convênio;60030001;2023;9409756;950107/2023;14997913,49;14997913,49;14997913,49;Reestruturação logística da PMMG, através da aquisição de armamentos e equipamentos, visando otimizar o policiamento ostensivo;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda de Comissão;COM. DESENV REGIONAL E TURISMO;Convênio;60110002;2023;9410110;947562/2023;7635402,37;7629191,78;7629191,78;Aquisição de maquinários e equipamentos;AGRICULTURA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO
FEDERAL;Emenda Individual;JUNIO AMARAL;Transferência Especial;39240004;2023;9411184;TE - 202339240004 - PMMG;2448202,0;2448202,0;2448202,0;Transferência Especial para Estruturação de Unidades da PMMG;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;JUNIO AMARAL;Transferência Especial;39240004;2023;9411220;TE - 202339240004 - SEJUSP;200000,0;200000,0;200000,0;Transferência Especial para estruturação da Polícia Penal de Minas Gerais;SEGURANCA PUBLICA;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA
FEDERAL;Emenda Individual;LAFAYETTE DE ANDRADA;Convênio;40290007;2023;9428257;949633/2023;200000,0;200000,0;200000,0;Aquisição de sementes para distribuição aos pequenos e médios produtores rurais;AGRICULTURA;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;JUNIO AMARAL;Transferência Especial;39240004;2023;9428342;TE - 202339240004 - SEE;250000,0;250000,0;250000,0;Transferência Especial para Estruturação de Escolas Estaduais de Minas Gerais;EDUCACAO;SECRETARIA DE ESTADO DE EDUCAÇÃO
FEDERAL;Emenda Individual;ZÉ SILVA;Convênio;27690014;2024;9440827;956183/2024;764000,0;763694,59;763694,59;Fomento da agricultura irrigada em Minas Gerais por meio da difusão de tecnologias para produtores rurais;AGRICULTURA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO
FEDERAL;Emenda Individual;ANA PIMENTEL;Transferência Especial;43020007;2024;9445569;TE - 202443020007 - CBMMG;2200000,0;2200000,0;2200000,0;Aquisição de viaturas para renovação e substituição da frota do CBMMG para o 4º Batalhão de Bombeiros Militar - Juiz de Fora.;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;MARCELO ALVARO ANTONIO;Transferência Especial;37130005;2024;9445599;TE - 202437130005 - PCMG;320000,0;320000,0;320000,0;Aquisição de viatura de polícia descaracterizada para a PCMG.;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DELEGADA IONE;Transferência Especial;43430002;2024;9445601;TE - 202443430002 - PCMG;1539000,0;1539000,0;1539000,0;Aquisição de aeronaves remotamente pilotadas, equipamentos de uso policial, equipamentos de informática, aquisição de viaturas, aquisição de mobiliário, utensílios e equipamento de uso administrativo. ;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;ZÉ SILVA;Transferência Especial;27690003;2024;9445603;TE - 202427690003 - PCMG;200000,0;200000,0;200000,0;Aquisição de equipamentos de Informática, Comunicação e Telefonia para a PCMG.;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DR. FREDERICO;Transferência Especial;39600002;2024;9445606;TE - 202439600002 - PCMG;770000,0;770000,0;770000,0;"Aquisição de 1 (um) Drone para a Delegacia Regional de São João Del Rei/MG; Equipamentos de informática para o Centro de Inteligência; aquisição de 1 (uma) viatura descaracterizada sem cela para a Polícia Civil de Passa Quatro/MG.";SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;EMIDINHO MADEIRA;Transferência Especial;39760007;2024;9445611;TE - 202439760007 - PCMG;295062,0;295062,0;295062,0;Aquisição de equipamentos para delegacias rurais instaladas no 18º Departamento de Polícia Civil;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;EROS BIONDINI;Transferência Especial;27590008;2024;9445613;TE - 202427590008 - PCMG;350000,0;350000,0;350000,0;Recursos em capital destinados à unidade da PCMG de Belo Horizonte/MG e à unidade da PCMG de Nanuque/MG.;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;EUCLYDES PETTERSEN;Transferência Especial;39780001;2024;9445614;TE - 202439780001 - PCMG;350000,0;350000,0;350000,0;Aquisição de Rabecão a ser entregue à Polícia Civil do 8º DEPPC de Governador Valadares – MG;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;GILBERTO ABRAMO;Transferência Especial;39990007;2024;9445616;TE - 202439990007 - PCMG;340000,0;340000,0;340000,0;Viabilizar atividades da Polícia Civil do Estado de Minas Gerais.;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;GREYCE ELIAS;Transferência Especial;41000001;2024;9445617;TE - 202441000001 - PCMG;300000,0;300000,0;300000,0; Aquisição de Aquisição de Aeronave Remotamente Pilotada (DRONE) para a PCMG.;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;LAFAYETTE DE ANDRADA;Transferência Especial;40290011;2024;9445620;TE - 202440290011 - PCMG;100000,0;100000,0;100000,0;Aquisição de equipamentos para a Polícia Civil do Estado de Minas Gerais.;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;REGINALDO LOPES;Transferência Especial;14110024;2024;9445621;TE - 202414110024 - PCMG;100000,0;100000,0;100000,0;Equipamentos para estruturação da 3ª Delegacia Regional da Polícia Civil em São João Del Rey/MG.;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DELEGADA IONE;Transferência Especial;43430002;2024;9445622;TE - 202443430002 - SEJUSP;510250,0;510250,0;510250,0;Aparelhamento do Presídio de Bicas - 4ª Região Integrada de Segurança Pública (RISP);SEGURANCA PUBLICA;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA
FEDERAL;Emenda Individual;EMIDINHO MADEIRA;Transferência Especial;39760007;2024;9445624;TE - 202439760007 - SEAPA;610730,0;610730,0;610730,0;1) Desenvolvimento do “Programa Nosso Mel”, que tem por principal finalidade aquisição de equipamentos para apicultura. 2) Desenvolvimento do “Programa Mais Genética”, que tem por principal finalidade atender os pequenos produtores rurais do Sul e Sudoeste de Minas.;AGRICULTURA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO
FEDERAL;Emenda Individual;GILBERTO ABRAMO;Transferência Especial;39990007;2024;9445625;TE - 202439990007 - CBMMG;480000,0;480000,0;480000,0;Viabilizar ações da Academia do Corpo de Bombeiros de Minas Gerais.;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;NELY AQUINO;Transferência Especial;44370005;2024;9445626;TE - 202444370005 - CBMMG;300000,0;300000,0;300000,0;Obras no 6º Pelotão da 1ª Companhia do 11º BBM - do Corpo de Bombeiros de Itabira;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;PEDRO AIHARA;Transferência Especial;44460011;2024;9445633;TE - 202444460011 - CBMMG;4000000,0;4000000,0;4000000,0;Execução de atividades de coordenação e execução de ações de defesa civil, prevenção e combate a incêndio, perícias de incêndio, busca e salvamento e estabelecimento de normas relativas à segurança das pessoas e de seus bens contra incêndio ou qualquer tipo de catástrofe, contribuindo para o desenvolvimento do Estado.;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;RODRIGO DE CASTRO;Transferência Especial;24880005;2024;9445636;TE - 202424880005 - CBMMG;370000,0;370000,0;370000,0;Aquisição de Viatura e equipamentos para o 3º pelotão da 2ª Cia do 13º Batalhão do Corpo de Bombeiros;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;STEFANO AGUIAR;Transferência Especial;29240020;2024;9445639;TE - 202429240020 - CBMMG;450000,0;450000,0;450000,0;Aquisição de viatura e equipamentos para a 1ª Companhia Independente do Corpo de Bombeiros Militar de Minas Gerais em Poços de Caldas/MG.;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;ROGÉRIO CORREIA;Transferência Especial;40640006;2024;9445641;TE - 202440640006 - SEE;2000000,0;2000000,0;2000000,0;Construção de Poliesportivo - Escola Estadual do Bairro São Caetano em Betim/MG, Construção de Auditório - Escola Estadual Terezinha Pereira em Dores de Turvo/MG, Manutenção e equipamentos - Escola Estadual Sebastião Simão Melo em João Pinheiro/MG, Manutenção e equipamentos - Escola Estadual Alaíde Lisboa em Belo Horizonte/MG, Aquisição de Um Piano de Cauda - Conservatório Estadual de Música Professor Theodolindo José Soares em Visconde do Rio Branco/MG, Manutenção e Equipamentos - Escola Estadual Prefeito Ruy Bouchardet em Visconde do Rio Branco.;EDUCACAO;SECRETARIA DE ESTADO DE EDUCAÇÃO
FEDERAL;Emenda Individual;NIKOLAS FERREIRA;Transferência Especial;44390017;2024;9445644;TE - 202444390017 - PMMG;3142178,0;3142178,0;3142178,0;Compra de Armamento e munição, itens de portfólio para a ROTAM e BOPE em Belo Horizonte/MG, Compra de itens de portfólio, viatura 4x4, 1 escudo balístico, 2 rádio portátil HT, 04 coletes balísticos em Ribeirão das Neves/MG, Compra de itens de portfólio, viatura policial SUV com cela e armamento em São João das Missões/MG,  Compra de itens de portfólio, caminhonete policial com cela e armamento em Araçuaí/MG, Compra de itens de portfólio, viatura policial SUV com cela e armamento em Ponte Nova/MG, Compra de itens de portfólio, aquisição de equipamentos em Contagem/MG.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;NIKOLAS FERREIRA;Transferência Especial;44390017;2024;9445646;TE - 202444390017 - PCMG;584000,0;584000,0;584000,0;Aquisição de armamentos, equipamentos e veículos para unidade da PCMG e  Academia de Polícia da Polícia Civil.;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DELEGADO MARCELO FREITAS;Transferência Especial;39570002;2024;9445723;TE - 202439570002 - PMMG;500000,0;500000,0;500000,0;Reforma de Unidade da Polícia Militar do Bairro Renascença – Montes Claros/MG.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DR. FREDERICO;Transferência Especial;39600002;2024;9445724;TE - 202439600002 - PMMG;230000,0;230000,0;230000,0;Aquisição de 3 (três) motocicletas, 11 (onze rádios) e 2 (duas) espingardas para a PMMG.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DELEGADA IONE;Transferência Especial;43430002;2024;9445726;TE - 202443430002 - PMMG;190000,0;190000,0;190000,0;Aquisição de viatura SUV com compartilhamento de segurança, plotagem e rádio móvel - Patrulha de Prevenção da Violência Doméstica - PPVD de Juiz de Fora - 2º BPM;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;CARLOS VIANA;Transferência Especial;40870005;2024;9445730;TE - 202440870005 - PMMG;1500000,0;1500000,0;1500000,0;Aquisição de caminhão tanque abastecedor de 8 mil litros de combustível de aviação para a 5ª Base Regional de Aviação do Estado- BRAVE.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
